hole_cards,preflop_action,position,sample_hand_strength,position_processed,preflop_action_processed
"('7d', 'Kd')",R,SB,0.21,4,1
"('6c', '6h')",F,EP,0.09,0,0
"('9d', '9c')",F,MP,0.03,1,0
"('Kh', 'Kc')",R,BTN,0.01,3,1
"('Qd', 'Kd')",R,BTN,0.07,3,1
"('8c', 'As')",F,MP,0.165,1,0
"('9h', 'Qh')",R,SB,0.185,4,1
"('Ad', '7h')",R,BTN,0.2,3,1
"('Ah', '7h')",F,CO,0.12,2,0
"('9s', '9c')",R,BTN,0.03,3,1
"('8d', 'Ad')",F,BTN,0.105,3,0
"('Td', 'Tc')",R,SB,0.025,4,1
"('Ks', 'Jd')",F,MP,0.14,1,0
"('Jh', 'Qs')",F,MP,0.195,1,0
"('7h', 'Ac')",R,BTN,0.2,3,1
"('Qh', 'Js')",F,MP,0.195,1,0
"('6s', '6h')",R,MP,0.09,1,1
"('Kh', 'Th')",R,SB,0.1,4,1
"('5s', '5h')",F,SB,0.145,4,0
"('Th', 'Ah')",R,MP,0.06,1,1
"('Kc', 'Jd')",R,MP,0.14,1,1
"('Tc', 'Ks')",F,EP,0.175,0,0
"('Qs', 'Ts')",R,BTN,0.15,3,1
"('Ks', 'Qh')",F,EP,0.115,0,0
"('Ad', '7c')",F,EP,0.2,0,0
"('9c', '9s')",R,MP,0.03,1,1
"('9c', 'Ad')",F,CO,0.145,2,0
"('Qc', 'Kc')",F,MP,0.07,1,0
"('9c', '9d')",F,CO,0.03,2,0
"('6d', 'Ad')",R,CO,0.155,2,1
"('Ad', 'Td')",F,BTN,0.06,3,0
"('Ah', 'Jh')",R,BTN,0.055,3,1
"('Ah', '8d')",R,BTN,0.165,3,1
"('8s', 'Ad')",R,SB,0.165,4,1
"('Ks', 'Qc')",R,EP,0.115,0,1
"('Qs', 'Jd')",F,BTN,0.195,3,0
"('Ah', '3h')",F,BTN,0.205,3,0
"('Ah', '7c')",F,BTN,0.2,3,0
"('Jh', 'Jd')",R,MP,0.02,1,1
"('9s', 'Ks')",R,BTN,0.145,3,1
"('Ac', 'Ts')",F,BTN,0.105,3,0
"('8s', 'Ac')",R,SB,0.165,4,1
"('9h', 'Ad')",F,EP,0.145,0,0
"('Ah', '9c')",F,MP,0.145,1,0
"('Jd', 'Qc')",F,MP,0.195,1,0
"('Js', 'Qc')",F,MP,0.195,1,0
"('Kh', 'Jh')",R,MP,0.085,1,1
"('7d', '7c')",R,BTN,0.055,3,1
"('Qc', 'Kc')",F,CO,0.07,2,0
"('7s', 'Ah')",F,SB,0.2,4,0
"('Ac', 'Js')",F,BTN,0.08,3,0
"('6h', '6s')",R,SB,0.09,4,1
"('Tc', 'Jc')",R,SB,0.21,4,1
"('Qc', 'Ah')",R,SB,0.07,4,1
"('Jh', 'Qh')",F,CO,0.12,2,0
"('Ad', 'Js')",R,BTN,0.08,3,1
"('Ac', '9d')",F,EP,0.145,0,0
"('Kc', 'Ac')",R,MP,0.035,1,1
"('Js', 'Qh')",F,MP,0.195,1,0
"('Ah', '9s')",F,EP,0.145,0,0
"('Qc', '9c')",F,BTN,0.185,3,0
"('Kd', '9d')",R,BTN,0.145,3,1
"('Qc', 'Ks')",F,MP,0.115,1,0
"('Ks', 'Js')",F,MP,0.085,1,0
"('Th', 'Jh')",R,EP,0.21,0,1
"('Tc', 'Ks')",F,MP,0.175,1,0
"('Ac', '8c')",F,EP,0.105,0,0
"('Ah', '8s')",F,EP,0.165,0,0
"('2s', 'As')",R,MP,0.215,1,1
"('Ah', '9s')",R,MP,0.145,1,1
"('Ks', 'Th')",F,CO,0.175,2,0
"('Jd', 'Js')",R,MP,0.02,1,1
"('Js', 'Qs')",R,SB,0.12,4,1
"('Kd', 'Jc')",F,MP,0.14,1,0
"('Ac', 'Qc')",R,EP,0.04,0,1
"('Js', 'Ts')",F,BTN,0.21,3,0
"('Qc', 'Ad')",R,MP,0.07,1,1
"('Ks', 'Ts')",F,BTN,0.1,3,0
"('As', '7h')",F,CO,0.2,2,0
"('Jd', 'Ac')",F,EP,0.08,0,0
"('Kh', 'Qc')",R,MP,0.115,1,1
"('Th', 'Qh')",R,EP,0.15,0,1
"('Ts', 'As')",R,SB,0.06,4,1
"('5d', '5s')",F,BTN,0.145,3,0
"('As', '8c')",F,CO,0.165,2,0
"('Jh', 'Ad')",F,EP,0.08,0,0
"('Jh', 'Qd')",R,BTN,0.195,3,1
"('Jc', 'Kc')",R,EP,0.085,0,1
"('8c', 'As')",F,EP,0.165,0,0
"('Ah', '9s')",F,CO,0.145,2,0
"('Ks', 'Kd')",R,CO,0.01,2,1
"('7h', 'As')",F,CO,0.2,2,0
"('Ac', 'Ks')",R,BTN,0.05,3,1
"('Qc', 'Jc')",F,MP,0.12,1,0
"('Qs', 'Ac')",R,MP,0.07,1,1
"('7h', 'Kh')",R,MP,0.21,1,1
"('Jd', 'Ac')",F,SB,0.08,4,0
"('Kc', 'Qh')",R,EP,0.115,0,1
"('As', '8c')",F,EP,0.165,0,0
"('Ks', 'Kc')",R,MP,0.01,1,1
"('Qs', 'Jd')",R,MP,0.195,1,1
"('Js', 'Jd')",R,MP,0.02,1,1
"('As', '4s')",R,SB,0.17,4,1
"('2s', 'As')",R,MP,0.215,1,1
"('Js', 'Ts')",R,EP,0.21,0,1
"('9d', 'Ah')",F,EP,0.145,0,0
"('Th', 'Kc')",F,MP,0.175,1,0
"('9c', 'Ah')",F,CO,0.145,2,0
"('Jc', 'Kc')",R,BTN,0.085,3,1
"('Qs', 'Jd')",F,MP,0.195,1,0
"('Kd', 'Ts')",F,MP,0.175,1,0
"('Ac', 'Qh')",F,MP,0.07,1,0
"('9d', '9h')",F,EP,0.03,0,0
"('7s', '7h')",F,EP,0.055,0,0
"('Th', 'Kc')",F,MP,0.175,1,0
"('Jc', 'Ac')",R,SB,0.055,4,1
"('Jc', 'Jh')",F,BTN,0.02,3,0
"('As', '9h')",F,EP,0.145,0,0
"('8d', 'Ad')",F,MP,0.105,1,0
"('4h', 'Ah')",F,EP,0.17,0,0
"('Qs', 'Ad')",R,SB,0.07,4,1
"('8d', 'Ac')",F,CO,0.165,2,0
"('As', 'Kc')",R,SB,0.05,4,1
"('Js', 'Kc')",F,SB,0.14,4,0
"('Th', 'Ks')",F,EP,0.175,0,0
"('Ks', 'Jc')",R,BTN,0.14,3,1
"('9s', 'Ad')",F,MP,0.145,1,0
"('Kd', 'Qh')",R,BTN,0.115,3,1
"('Kd', 'Qc')",F,EP,0.115,0,0
"('Jh', 'Qc')",F,EP,0.195,0,0
"('Kh', 'Qc')",R,BTN,0.115,3,1
"('Jd', 'Qd')",R,MP,0.12,1,1
"('Qc', 'As')",R,SB,0.07,4,1
"('Kc', '8c')",F,EP,0.18,0,0
"('Ah', '3h')",R,SB,0.205,4,1
"('Kh', '7h')",F,MP,0.21,1,0
"('Ah', '4h')",F,CO,0.17,2,0
"('Kc', 'Kh')",R,MP,0.01,1,1
"('Tc', 'Kd')",F,MP,0.175,1,0
"('Kd', 'Th')",F,MP,0.175,1,0
"('9c', 'Ah')",F,MP,0.145,1,0
"('5h', '5d')",R,MP,0.145,1,1
"('Kc', 'Qs')",R,BTN,0.115,3,1
"('Qd', 'Ac')",R,SB,0.07,4,1
"('Ac', '7h')",F,SB,0.2,4,0
"('8h', 'As')",F,EP,0.165,0,0
"('Ac', 'Qc')",R,EP,0.04,0,1
"('Ah', 'Ad')",R,EP,0.005,0,1
"('Ah', 'Qh')",F,EP,0.04,0,0
"('7s', '7h')",F,MP,0.055,1,0
"('9s', 'Ks')",F,EP,0.145,0,0
"('Qh', 'Kd')",F,MP,0.115,1,0
"('7c', 'Ad')",F,BTN,0.2,3,0
"('Ad', 'Kh')",R,BTN,0.05,3,1
"('Kh', 'Tc')",F,BTN,0.175,3,0
"('As', '9d')",F,CO,0.145,2,0
"('Ac', '9s')",F,MP,0.145,1,0
"('Th', 'Ad')",R,MP,0.105,1,1
"('7d', 'As')",F,MP,0.2,1,0
"('Qs', 'Ah')",F,BTN,0.07,3,0
"('Kd', 'Ah')",R,EP,0.05,0,1
"('3d', 'Ad')",F,MP,0.205,1,0
"('As', '8c')",F,EP,0.165,0,0
"('7h', 'Ah')",R,CO,0.12,2,1
"('Kc', 'Qd')",F,EP,0.115,0,0
"('Jd', 'Qs')",F,CO,0.195,2,0
"('Tc', 'Qc')",R,BTN,0.15,3,1
"('Ad', '2d')",F,EP,0.215,0,0
"('9d', 'Kd')",R,BTN,0.145,3,1
"('8h', 'Ah')",R,SB,0.105,4,1
"('5s', '5c')",R,MP,0.145,1,1
"('5h', '5s')",F,BTN,0.145,3,0
"('Qc', 'Jd')",F,MP,0.195,1,0
"('As', 'Kc')",R,SB,0.05,4,1
"('8h', 'Ac')",F,MP,0.165,1,0
"('8s', '8c')",F,BTN,0.035,3,0
"('Ad', 'Ks')",R,MP,0.05,1,1
"('Js', 'Ah')",F,MP,0.08,1,0
"('As', 'Ad')",R,SB,0.005,4,1
"('Kd', 'Qd')",R,BTN,0.07,3,1
"('7h', 'Kh')",F,MP,0.21,1,0
"('9c', '9h')",F,EP,0.03,0,0
"('Qs', 'Kh')",F,MP,0.115,1,0
"('Qc', 'Kc')",R,SB,0.07,4,1
"('Jc', 'Qs')",R,MP,0.195,1,1
"('9h', 'As')",F,MP,0.145,1,0
"('Jc', 'Js')",R,EP,0.02,0,1
"('8h', '8d')",F,BTN,0.035,3,0
"('2c', 'Ac')",R,SB,0.215,4,1
"('2d', 'Ad')",F,MP,0.215,1,0
"('As', 'Td')",F,MP,0.105,1,0
"('Ad', '7d')",F,MP,0.12,1,0
"('9c', 'As')",R,BTN,0.145,3,1
"('7d', 'Ah')",F,EP,0.2,0,0
"('3c', 'Ac')",F,EP,0.205,0,0
"('Ah', '7d')",F,MP,0.2,1,0
"('Qc', 'Js')",F,MP,0.195,1,0
"('Ad', 'Jh')",R,MP,0.08,1,1
"('Qc', '9c')",F,CO,0.185,2,0
"('7h', 'As')",F,MP,0.2,1,0
"('Qc', 'Kh')",R,MP,0.115,1,1
"('Ac', 'Jh')",R,SB,0.08,4,1
"('8c', 'Ad')",F,EP,0.165,0,0
"('9h', 'Ac')",R,BTN,0.145,3,1
"('Ah', '8c')",R,SB,0.165,4,1
"('Ah', 'Td')",R,SB,0.105,4,1
"('Qd', 'Kc')",R,MP,0.115,1,1
"('Td', 'Qd')",F,MP,0.15,1,0
"('Js', 'As')",R,EP,0.055,0,1
"('Ad', 'Td')",F,CO,0.06,2,0
"('3d', 'Ad')",F,MP,0.205,1,0
"('Ac', '7c')",F,MP,0.12,1,0
"('Qc', 'Jd')",F,EP,0.195,0,0
"('Ah', '9d')",R,BTN,0.145,3,1
"('7c', 'Ah')",F,EP,0.2,0,0
"('As', 'Td')",R,BTN,0.105,3,1
"('As', 'Ts')",F,EP,0.06,0,0
"('5c', '5s')",R,MP,0.145,1,1
"('Kc', 'Jh')",F,CO,0.14,2,0
"('Js', 'Qc')",R,CO,0.195,2,1
"('Qs', 'Jd')",F,BTN,0.195,3,0
"('7s', 'Ah')",F,EP,0.2,0,0
"('7h', 'Ah')",F,MP,0.12,1,0
"('Qc', 'Js')",F,MP,0.195,1,0
"('Ac', 'Tc')",R,SB,0.06,4,1
"('Ac', 'Jc')",R,BTN,0.055,3,1
"('Th', 'Kh')",F,CO,0.1,2,0
"('Ac', 'Kh')",R,CO,0.05,2,1
"('Kd', 'Js')",R,CO,0.14,2,1
"('Ac', '6c')",F,CO,0.155,2,0
"('Js', 'Ac')",F,MP,0.08,1,0
"('Ah', 'Jh')",F,CO,0.055,2,0
"('Qs', 'Jc')",R,SB,0.195,4,1
"('Th', 'Ah')",F,SB,0.06,4,0
"('Ah', 'Jc')",F,EP,0.08,0,0
"('Ah', '7d')",F,MP,0.2,1,0
"('Jh', 'Qc')",F,MP,0.195,1,0
"('6c', '6s')",R,MP,0.09,1,1
"('Ah', 'Kh')",R,EP,0.035,0,1
"('6d', 'Ad')",R,CO,0.155,2,1
"('8h', '8s')",F,MP,0.035,1,0
"('Ad', '9h')",F,MP,0.145,1,0
"('Js', 'Kc')",R,BTN,0.14,3,1
"('Ks', '8s')",F,MP,0.18,1,0
"('As', '3s')",F,BTN,0.205,3,0
"('Ac', '9h')",F,BTN,0.145,3,0
"('Ac', 'Th')",R,BTN,0.105,3,1
"('7s', '7c')",F,SB,0.055,4,0
"('8c', 'As')",F,MP,0.165,1,0
"('3d', 'Ad')",R,SB,0.205,4,1
"('Qh', 'Qd')",R,MP,0.015,1,1
"('Qs', 'Kc')",R,MP,0.115,1,1
"('Th', 'Ks')",F,EP,0.175,0,0
"('Td', 'Ks')",F,MP,0.175,1,0
"('7d', 'Ad')",R,EP,0.12,0,1
"('3h', 'Ah')",R,CO,0.205,2,1
"('Ad', '9c')",F,MP,0.145,1,0
"('As', 'Qh')",R,BTN,0.07,3,1
"('Ah', '3h')",F,EP,0.205,0,0
"('8s', 'Ah')",R,SB,0.165,4,1
"('As', '9c')",F,EP,0.145,0,0
"('Ad', '6d')",R,MP,0.155,1,1
"('Qd', 'Js')",F,EP,0.195,0,0
"('6d', '6c')",R,MP,0.09,1,1
"('Jd', 'Qc')",F,MP,0.195,1,0
"('9s', 'Ks')",F,MP,0.145,1,0
"('8s', '8c')",R,CO,0.035,2,1
"('Ad', 'Kd')",R,CO,0.035,2,1
"('Kc', 'Jc')",R,MP,0.085,1,1
"('Ad', '9c')",R,BTN,0.145,3,1
"('As', 'Tc')",R,SB,0.105,4,1
"('Qd', 'Kc')",F,BTN,0.115,3,0
"('Tc', 'Kd')",F,EP,0.175,0,0
"('Ks', 'Kd')",R,MP,0.01,1,1
"('As', 'Qd')",R,BTN,0.07,3,1
"('Ac', 'Ah')",R,SB,0.005,4,1
"('8s', 'Ah')",F,MP,0.165,1,0
"('Ah', '3h')",F,MP,0.205,1,0
"('As', 'Ts')",F,MP,0.06,1,0
"('9d', '9c')",R,MP,0.03,1,1
"('9h', 'Qh')",F,SB,0.185,4,0
"('8h', '8c')",F,MP,0.035,1,0
"('6s', '6d')",R,CO,0.09,2,1
"('Ks', 'Kc')",R,EP,0.01,0,1
"('Td', 'Ad')",R,MP,0.06,1,1
"('Kh', '9h')",R,CO,0.145,2,1
"('Jd', 'Ks')",F,MP,0.14,1,0
"('Js', 'Ts')",F,MP,0.21,1,0
"('Td', 'Ac')",R,BTN,0.105,3,1
"('Ac', 'Kc')",F,CO,0.035,2,0
"('Kc', 'Kh')",R,BTN,0.01,3,1
"('Ah', 'Qd')",R,EP,0.07,0,1
"('7h', '7d')",R,BTN,0.055,3,1
"('7c', 'Ac')",R,MP,0.12,1,1
"('8h', 'Ac')",F,BTN,0.165,3,0
"('Kh', 'Js')",F,MP,0.14,1,0
"('Jc', 'Qs')",F,MP,0.195,1,0
"('As', 'Jh')",R,SB,0.08,4,1
"('Jc', 'Ac')",R,SB,0.055,4,1
"('Js', 'Jd')",R,MP,0.02,1,1
